,date,type,locale,locale_name,transferred,year,day,month
147,2014-12-06,3.0,0.0,18.0,0.0,2014,6,12
148,2014-12-08,3.0,0.0,13.0,0.0,2014,8,12
149,2014-12-20,5.0,1.0,4.0,0.0,2014,20,12
150,2014-12-21,0.0,1.0,4.0,0.0,2014,21,12
151,2014-12-22,3.0,0.0,20.0,0.0,2014,22,12
152,2014-12-22,0.0,1.0,4.0,0.0,2014,22,12
153,2014-12-23,0.0,1.0,4.0,0.0,2014,23,12
154,2014-12-24,0.0,1.0,4.0,0.0,2014,24,12
155,2014-12-25,3.0,1.0,4.0,0.0,2014,25,12
156,2014-12-26,1.0,1.0,4.0,0.0,2014,26,12
157,2014-12-26,0.0,1.0,4.0,0.0,2014,26,12
158,2014-12-31,0.0,1.0,4.0,0.0,2014,31,12
159,2015-01-01,3.0,1.0,4.0,0.0,2015,1,1
160,2015-01-02,1.0,1.0,4.0,0.0,2015,2,1
161,2015-01-10,5.0,1.0,4.0,0.0,2015,10,1
162,2015-02-16,3.0,1.0,4.0,0.0,2015,16,2
163,2015-02-17,3.0,1.0,4.0,0.0,2015,17,2
164,2015-03-02,3.0,0.0,15.0,0.0,2015,2,3
165,2015-04-01,3.0,2.0,2.0,0.0,2015,1,4
166,2015-04-03,3.0,1.0,4.0,0.0,2015,3,4
167,2015-04-12,3.0,0.0,3.0,0.0,2015,12,4
168,2015-04-14,3.0,0.0,12.0,0.0,2015,14,4
169,2015-04-21,3.0,0.0,19.0,0.0,2015,21,4
170,2015-05-01,3.0,1.0,4.0,0.0,2015,1,5
171,2015-05-09,0.0,1.0,4.0,0.0,2015,9,5
172,2015-05-10,2.0,1.0,4.0,0.0,2015,10,5
173,2015-05-12,3.0,0.0,16.0,0.0,2015,12,5
174,2015-05-24,3.0,1.0,4.0,0.0,2015,24,5
175,2015-06-23,3.0,0.0,7.0,0.0,2015,23,6
176,2015-06-25,3.0,0.0,14.0,0.0,2015,25,6
177,2015-06-25,3.0,2.0,10.0,0.0,2015,25,6
178,2015-06-25,3.0,0.0,11.0,0.0,2015,25,6
179,2015-07-03,3.0,0.0,5.0,0.0,2015,3,7
180,2015-07-03,3.0,0.0,22.0,0.0,2015,3,7
181,2015-07-23,3.0,0.0,1.0,0.0,2015,23,7
182,2015-07-24,3.0,0.0,8.0,0.0,2015,24,7
183,2015-07-25,3.0,0.0,8.0,0.0,2015,25,7
184,2015-08-05,3.0,0.0,6.0,0.0,2015,5,8
185,2015-08-10,3.0,1.0,4.0,0.0,2015,10,8
186,2015-08-15,3.0,0.0,19.0,0.0,2015,15,8
187,2015-08-24,3.0,0.0,0.0,0.0,2015,24,8
188,2015-09-28,3.0,0.0,9.0,0.0,2015,28,9
189,2015-10-07,3.0,0.0,17.0,0.0,2015,7,10
190,2015-10-09,3.0,1.0,4.0,0.0,2015,9,10
191,2015-11-02,3.0,1.0,4.0,0.0,2015,2,11
192,2015-11-03,3.0,1.0,4.0,0.0,2015,3,11
193,2015-11-06,3.0,2.0,23.0,0.0,2015,6,11
194,2015-11-07,3.0,2.0,21.0,0.0,2015,7,11
195,2015-11-10,3.0,0.0,7.0,0.0,2015,10,11
196,2015-11-11,3.0,0.0,11.0,0.0,2015,11,11
197,2015-11-12,3.0,0.0,0.0,0.0,2015,12,11
198,2015-11-27,2.0,1.0,4.0,0.0,2015,27,11
199,2015-11-30,2.0,1.0,4.0,0.0,2015,30,11
200,2015-12-05,0.0,0.0,18.0,0.0,2015,5,12
201,2015-12-06,3.0,0.0,18.0,0.0,2015,6,12
202,2015-12-08,3.0,0.0,13.0,0.0,2015,8,12
203,2015-12-21,0.0,1.0,4.0,0.0,2015,21,12
204,2015-12-22,0.0,1.0,4.0,0.0,2015,22,12
205,2015-12-22,3.0,0.0,20.0,0.0,2015,22,12
206,2015-12-23,0.0,1.0,4.0,0.0,2015,23,12
207,2015-12-24,0.0,1.0,4.0,0.0,2015,24,12
208,2015-12-25,3.0,1.0,4.0,0.0,2015,25,12
209,2015-12-26,0.0,1.0,4.0,0.0,2015,26,12
210,2015-12-31,0.0,1.0,4.0,0.0,2015,31,12
211,2016-01-01,3.0,1.0,4.0,0.0,2016,1,1
212,2016-02-08,3.0,1.0,4.0,0.0,2016,8,2
213,2016-02-09,3.0,1.0,4.0,0.0,2016,9,2
214,2016-03-02,3.0,0.0,15.0,0.0,2016,2,3
215,2016-03-25,3.0,1.0,4.0,0.0,2016,25,3
216,2016-04-01,3.0,2.0,2.0,0.0,2016,1,4
217,2016-04-12,3.0,0.0,3.0,0.0,2016,12,4
218,2016-04-14,3.0,0.0,12.0,0.0,2016,14,4
219,2016-04-16,2.0,1.0,4.0,0.0,2016,16,4
220,2016-04-17,2.0,1.0,4.0,0.0,2016,17,4
221,2016-04-18,2.0,1.0,4.0,0.0,2016,18,4
222,2016-04-19,2.0,1.0,4.0,0.0,2016,19,4
223,2016-04-20,2.0,1.0,4.0,0.0,2016,20,4
224,2016-04-21,3.0,0.0,19.0,0.0,2016,21,4
225,2016-04-21,2.0,1.0,4.0,0.0,2016,21,4
226,2016-04-22,2.0,1.0,4.0,0.0,2016,22,4
227,2016-04-23,2.0,1.0,4.0,0.0,2016,23,4
228,2016-04-24,2.0,1.0,4.0,0.0,2016,24,4
229,2016-04-25,2.0,1.0,4.0,0.0,2016,25,4
230,2016-04-26,2.0,1.0,4.0,0.0,2016,26,4
231,2016-04-27,2.0,1.0,4.0,0.0,2016,27,4
232,2016-04-28,2.0,1.0,4.0,0.0,2016,28,4
233,2016-04-29,2.0,1.0,4.0,0.0,2016,29,4
234,2016-04-30,2.0,1.0,4.0,0.0,2016,30,4
235,2016-05-01,3.0,1.0,4.0,0.0,2016,1,5
236,2016-05-01,2.0,1.0,4.0,0.0,2016,1,5
237,2016-05-02,2.0,1.0,4.0,0.0,2016,2,5
238,2016-05-03,2.0,1.0,4.0,0.0,2016,3,5
239,2016-05-04,2.0,1.0,4.0,0.0,2016,4,5
240,2016-05-05,2.0,1.0,4.0,0.0,2016,5,5
241,2016-05-06,2.0,1.0,4.0,0.0,2016,6,5
242,2016-05-07,0.0,1.0,4.0,0.0,2016,7,5
243,2016-05-07,2.0,1.0,4.0,0.0,2016,7,5
244,2016-05-08,2.0,1.0,4.0,0.0,2016,8,5
245,2016-05-08,2.0,1.0,4.0,0.0,2016,8,5
246,2016-05-09,2.0,1.0,4.0,0.0,2016,9,5
247,2016-05-10,2.0,1.0,4.0,0.0,2016,10,5
248,2016-05-11,2.0,1.0,4.0,0.0,2016,11,5
249,2016-05-12,3.0,0.0,16.0,0.0,2016,12,5
250,2016-05-12,2.0,1.0,4.0,0.0,2016,12,5
251,2016-05-13,2.0,1.0,4.0,0.0,2016,13,5
252,2016-05-14,2.0,1.0,4.0,0.0,2016,14,5
253,2016-05-15,2.0,1.0,4.0,0.0,2016,15,5
254,2016-05-16,2.0,1.0,4.0,0.0,2016,16,5
255,2016-05-24,3.0,1.0,4.0,1.0,2016,24,5
256,2016-05-27,4.0,1.0,4.0,0.0,2016,27,5
257,2016-06-23,3.0,0.0,7.0,0.0,2016,23,6
258,2016-06-25,3.0,0.0,14.0,0.0,2016,25,6
259,2016-06-25,3.0,2.0,10.0,0.0,2016,25,6
260,2016-06-25,3.0,0.0,11.0,0.0,2016,25,6
261,2016-07-03,3.0,0.0,5.0,0.0,2016,3,7
262,2016-07-03,3.0,0.0,22.0,0.0,2016,3,7
263,2016-07-23,3.0,0.0,1.0,0.0,2016,23,7
264,2016-07-24,0.0,0.0,8.0,0.0,2016,24,7
265,2016-07-24,4.0,0.0,8.0,0.0,2016,24,7
266,2016-07-25,3.0,0.0,8.0,1.0,2016,25,7
267,2016-08-05,3.0,0.0,6.0,0.0,2016,5,8
268,2016-08-10,3.0,1.0,4.0,1.0,2016,10,8
269,2016-08-12,4.0,1.0,4.0,0.0,2016,12,8
270,2016-08-15,3.0,0.0,19.0,0.0,2016,15,8
271,2016-08-24,3.0,0.0,0.0,0.0,2016,24,8
272,2016-09-28,3.0,0.0,9.0,0.0,2016,28,9
273,2016-10-07,3.0,0.0,17.0,0.0,2016,7,10
274,2016-10-09,3.0,1.0,4.0,0.0,2016,9,10
275,2016-11-02,3.0,1.0,4.0,0.0,2016,2,11
276,2016-11-03,3.0,1.0,4.0,0.0,2016,3,11
277,2016-11-04,1.0,1.0,4.0,0.0,2016,4,11
278,2016-11-06,3.0,2.0,23.0,0.0,2016,6,11
279,2016-11-07,3.0,2.0,21.0,0.0,2016,7,11
280,2016-11-10,3.0,0.0,7.0,0.0,2016,10,11
281,2016-11-11,3.0,0.0,11.0,0.0,2016,11,11
282,2016-11-12,3.0,0.0,0.0,0.0,2016,12,11
283,2016-11-12,5.0,1.0,4.0,0.0,2016,12,11
284,2016-11-25,2.0,1.0,4.0,0.0,2016,25,11
285,2016-11-28,2.0,1.0,4.0,0.0,2016,28,11
286,2016-12-05,0.0,0.0,18.0,0.0,2016,5,12
287,2016-12-06,3.0,0.0,18.0,0.0,2016,6,12
288,2016-12-08,3.0,0.0,13.0,0.0,2016,8,12
289,2016-12-21,0.0,1.0,4.0,0.0,2016,21,12
290,2016-12-22,0.0,1.0,4.0,0.0,2016,22,12
291,2016-12-22,3.0,0.0,20.0,0.0,2016,22,12
292,2016-12-23,0.0,1.0,4.0,0.0,2016,23,12
293,2016-12-24,0.0,1.0,4.0,0.0,2016,24,12
294,2016-12-25,3.0,1.0,4.0,0.0,2016,25,12
295,2016-12-26,0.0,1.0,4.0,0.0,2016,26,12
296,2016-12-31,0.0,1.0,4.0,0.0,2016,31,12
297,2017-01-01,3.0,1.0,4.0,1.0,2017,1,1
298,2017-01-02,4.0,1.0,4.0,0.0,2017,2,1
299,2017-02-27,3.0,1.0,4.0,0.0,2017,27,2
300,2017-02-28,3.0,1.0,4.0,0.0,2017,28,2
301,2017-03-02,3.0,0.0,15.0,0.0,2017,2,3
302,2017-04-01,3.0,2.0,2.0,0.0,2017,1,4
303,2017-04-12,3.0,0.0,3.0,1.0,2017,12,4
304,2017-04-13,4.0,0.0,3.0,0.0,2017,13,4
305,2017-04-14,3.0,0.0,12.0,0.0,2017,14,4
306,2017-04-14,3.0,1.0,4.0,0.0,2017,14,4
307,2017-04-21,3.0,0.0,19.0,0.0,2017,21,4
308,2017-05-01,3.0,1.0,4.0,0.0,2017,1,5
309,2017-05-12,3.0,0.0,16.0,0.0,2017,12,5
310,2017-05-13,0.0,1.0,4.0,0.0,2017,13,5
311,2017-05-14,2.0,1.0,4.0,0.0,2017,14,5
312,2017-05-24,3.0,1.0,4.0,1.0,2017,24,5
313,2017-05-26,4.0,1.0,4.0,0.0,2017,26,5
314,2017-06-23,3.0,0.0,7.0,0.0,2017,23,6
315,2017-06-25,3.0,2.0,10.0,0.0,2017,25,6
316,2017-06-25,3.0,0.0,11.0,0.0,2017,25,6
317,2017-06-25,3.0,0.0,14.0,0.0,2017,25,6
318,2017-07-03,3.0,0.0,5.0,0.0,2017,3,7
319,2017-07-03,3.0,0.0,22.0,0.0,2017,3,7
320,2017-07-23,3.0,0.0,1.0,0.0,2017,23,7
321,2017-07-24,0.0,0.0,8.0,0.0,2017,24,7
322,2017-07-25,0.0,0.0,8.0,0.0,2017,25,7
323,2017-08-05,3.0,0.0,6.0,0.0,2017,5,8
324,2017-08-10,3.0,1.0,4.0,1.0,2017,10,8
325,2017-08-11,4.0,1.0,4.0,0.0,2017,11,8
326,2017-08-15,3.0,0.0,19.0,0.0,2017,15,8
327,2017-08-24,3.0,0.0,0.0,0.0,2017,24,8
328,2017-09-28,3.0,0.0,9.0,1.0,2017,28,9
329,2017-09-29,4.0,0.0,9.0,0.0,2017,29,9
330,2017-10-07,3.0,0.0,17.0,0.0,2017,7,10
331,2017-10-09,3.0,1.0,4.0,0.0,2017,9,10
332,2017-11-02,3.0,1.0,4.0,0.0,2017,2,11
333,2017-11-03,3.0,1.0,4.0,0.0,2017,3,11
334,2017-11-06,3.0,2.0,23.0,0.0,2017,6,11
335,2017-11-07,3.0,2.0,21.0,0.0,2017,7,11
336,2017-11-10,3.0,0.0,7.0,0.0,2017,10,11
337,2017-11-11,3.0,0.0,11.0,0.0,2017,11,11
338,2017-11-12,3.0,0.0,0.0,0.0,2017,12,11
339,2017-12-05,0.0,0.0,18.0,0.0,2017,5,12
340,2017-12-06,3.0,0.0,18.0,1.0,2017,6,12
341,2017-12-08,3.0,0.0,13.0,0.0,2017,8,12
342,2017-12-08,4.0,0.0,18.0,0.0,2017,8,12
343,2017-12-21,0.0,1.0,4.0,0.0,2017,21,12
344,2017-12-22,3.0,0.0,20.0,0.0,2017,22,12
345,2017-12-22,0.0,1.0,4.0,0.0,2017,22,12
346,2017-12-23,0.0,1.0,4.0,0.0,2017,23,12
347,2017-12-24,0.0,1.0,4.0,0.0,2017,24,12
348,2017-12-25,3.0,1.0,4.0,0.0,2017,25,12
349,2017-12-26,0.0,1.0,4.0,0.0,2017,26,12
